,text_raw,text_clean
952,The space under the palm trees was full of noise and movement.,the space under the palm tree be full of noise and movement
953,"Ralph was on his feet too, shouting for quiet, but no one heard him.",ralph be on his foot too shout for quiet but no one hear him
954,All at once the crowd swayed toward the island and was gone--following Jack.,all at once the crowd sway toward the island and be go follow jack
955,Even the tiny children went and did their best among the leaves and broken branches.,even the tiny child go and do their well among the leave and break branch
956,"Ralph was left, holding the conch, with no one but Piggy.",ralph be leave hold the conch with no one but piggy
957,Piggy's breathing was quite restored.,piggy s breathe be quite restore
958,"""Like kids!""",like kid
959,he said scornfully.,he say scornfully
960,"""Acting like a crowd of kids!""",act like a crowd of kid
961,Ralph looked at him doubtfully and laid the conch on the tree trunk.,ralph look at him doubtfully and lay the conch on the tree trunk
962,"""I bet it's gone tea-time,"" said Piggy.",i bet it be go tea time say piggy
963,"""What do they think they're going to do on that mountain?""",what do they think they be go to do on that mountain
964,"He caressed the shell respectfully, then stopped and looked up.",he caress the she will respectfully then stop and look up
965,"""Ralph!",ralph
966,Hey!,hey
967,"Where you going?""",where you go
968,Ralph was already clambering over the first smashed swathes of the scar.,ralph be already clamber over the ﻿1 smash swathe of the scar
969,A long way ahead of him was crashing and laughter.,a long way ahead of him be crash and laughter
970,Piggy watched him in disgust.,piggy watch him in disgust
971,"""Like a crowd of kids--""",like a crowd of kid
972,"He sighed, bent, and laced up his shoes.",he sigh bend and lace up his shoe
973,The noise of the errant assembly faded up the mountain.,the noise of the errant assembly fade up the mountain
974,"Then, with the martyred expression of a parent who has to keep up with the senseless ebullience of the children, he picked up the conch, turned toward the forest, and began to pick his way over the tumbled scar.",then with the martyr expression of a parent who have to keep up with the senseless ebullience of the child he pick up the conch turn toward the forest and begin to pick his way over the tumble scar
975,Below the other side of the mountain top was a platform of forest.,below the other side of the mountain top be a platform of forest
976,Once more Ralph found himself making the cupping gesture.,once much ralph find himself make the cup gesture
977,"""Down there we could get as much wood as we want.",down there we can get a much wood a we want
978,""" Jack nodded and pulled at his underlip.",jack nod and pull at his underlip
979,"Starting perhaps a hundred feet below them on the steeper side of the mountain, the patch might have been designed expressly for fuel.",start perhaps a hundred foot below them on the steep side of the mountain the patch may have be design expressly for fuel
980,"Trees, forced by the damp heat, found too little soil for full growth, fell early and decayed: creepers cradled them, and new saplings searched a way up.",tree force by the damp heat find too little soil for full growth fall early and decay creeper cradle them and new sapling search a way up
981,"Jack turned to the choir, who stood ready.",jack turn to the choir who stand ready
982,Their black caps of maintenance were slid over one ear like berets.,their black cap of maintenance be slide over one ear like beret
983,"""We'll build a pile.",we will build a pile
984,Come on.,come on
985,""" They found the likeliest path down and began tugging at the dead wood.",they find the likely path down and begin tug at the dead wood
986,And the small boys who had reached the top came sliding too till everyone but Piggy was busy.,and the small boy who have reach the top come slide too till everyone but piggy be busy
987,"Most of the wood was so rotten that when they pulled, it broke up into a shower of fragments and woodlice and decay; but some trunks came out in one piece.",much of the wood be so rotten that when they pull it break up into a shower of fragment and woodlouse and decay but some trunk come out in one piece
988,"The twins, Sam 'n Eric, were the first to get a likely log but they could do nothing till Ralph, Jack, Simon, Roger and Maurice found room for a hand-hold.",the twin sam n eric be the ﻿1 to get a likely log but they can do nothing till ralph jack simon roger and maurice find room for a hand hold
