,text_raw,text_clean
573,It would be nice getting better slowly.,it would be nice get well slowly
574,You could get a book then.,you can get a book then
575,There was a book in the library about Holland.,there be a book in the library about holland
576,There were lovely foreign names in it and pictures of strange looking cities and ships.,there be lovely foreign name in it and picture of strange look city and ship
577,It made you feel so happy.,it make you feel so happy
578,How pale the light was at the window!,how pale the light be at the window
579,But that was nice.,but that be nice
580,The fire rose and fell on the wall.,the fire rise and fall on the wall
581,It was like waves.,it be like wave
582,Someone had put coal on and he heard voices.,someone have put coal on and he hear voice
583,They were talking.,they be talk
584,It was the noise of the waves.,it be the noise of the wave
585,Or the waves were talking among themselves as they rose and fell.,or the wave be talk among themselves a they rise and fall
586,"He saw the sea of waves, long dark waves rising and falling, dark under the moonless night.",he see the sea of wave long dark wave rise and fall dark under the moonless night
587,A tiny light twinkled at the pierhead where the ship was entering: and he saw a multitude of people gathered by the waters' edge to see the ship that was entering their harbour.,a tiny light twinkle at the pierhead where the ship be enter and he see a multitude of people gather by the water edge to see the ship that be enter their harbour
588,"A tall man stood on the deck, looking out towards the flat dark land: and by the light at the pierhead he saw his face, the sorrowful face of Brother Michael.",a tall man stand on the deck look out towards the flat dark land and by the light at the pierhead he see his face the sorrowful face of brother michael
589,He saw him lift his hand towards the people and heard him say in a loud voice of sorrow over the waters:,he see him lift his hand towards the people and hear him say in a loud voice of sorrow over the water
590,He is dead.,he be dead
591,We saw him lying upon the catafalque.,we see him lie upon the catafalque
592,A wail of sorrow went up from the people.,a wail of sorrow go up from the people
593,Parnell!,parnell
594,Parnell!,parnell
595,He is dead!,he be dead
596,"They fell upon their knees, moaning in sorrow.",they fall upon their knee moan in sorrow
597,And he saw Dante in a maroon velvet dress and with a green velvet mantle hanging from her shoulders walking proudly and silently past the people who knelt by the water's edge.,and he see dante in a maroon velvet dress and with a green velvet mantle hang from her shoulder walk proudly and silently past the people who kneel by the water s edge
598,"A great fire, banked high and red, flamed in the grate and under the ivy-twined branches of the chandelier the Christmas table was spread.",a great fire bank high and red flame in the grate and under the ivy twine branch of the chandelier the christmas table be spread
599,They had come home a little late and still dinner was not ready: but it would be ready in a jiffy his mother had said.,they have come home a little late and still dinner be not ready but it would be ready in a jiffy his mother have say
600,"They were waiting for the door to open and for the servants to come in, holding the big dishes covered with their heavy metal covers.",they be wait for the door to open and for the servant to come in hold the big dish cover with their heavy metal cover
601,"All were waiting: uncle Charles, who sat far away in the shadow of the window, Dante and Mr Casey, who sat in the easy-chairs at either side of the hearth, Stephen, seated on a chair between them, his feet resting on the toasted boss.",all be wait uncle charles who sit far away in the shadow of the window dante and mr casey who sit in the easy chair at either side of the hearth stephen seat on a chair between them his foot rest on the toast boss
602,"Mr Dedalus looked at himself in the pierglass above the mantelpiece, waxed out his moustache ends and then, parting his coat-tails, stood with his back to the glowing fire: and still from time to time he withdrew a hand from his coat-tail to wax out one of his moustache ends.",mr dedalus look at himself in the pierglass above the mantelpiece wax out his moustache end and then part his coat tail stand with his back to the glow fire and still from time to time he withdraw a hand from his coat tail to wax out one of his moustache end
603,"Mr Casey leaned his head to one side and, smiling, tapped the gland of his neck with his fingers.",mr casey lean his head to one side and smile tap the gland of his neck with his finger
604,And Stephen smiled too for he knew now that it was not true that Mr Casey had a purse of silver in his throat.,and stephen smile too for he know now that it be not true that mr casey have a purse of silver in his throat
605,He smiled to think how the silvery noise which Mr Casey used to make had deceived him.,he smile to think how the silvery noise which mr casey use to make have deceive him
606,And when he had tried to open Mr Casey's hand to see if the purse of silver was hidden there he had seen that the fingers could not be straightened out: and Mr Casey had told him that he had got those three cramped fingers making a birthday present for Queen Victoria.,and when he have try to open mr casey s hand to see if the purse of silver be hide there he have see that the finger can not be straighten out and mr casey have tell him that he have get that three cramp finger make a birthday present for queen victoria
607,Mr Casey tapped the gland of his neck and smiled at Stephen with sleepy eyes: and Mr Dedalus said to him:,mr casey tap the gland of his neck and smile at stephen with sleepy eye and mr dedalus say to him
608,Yes.,yes
609,"Well now, that's all right.",good now that be all right
610,"O, we had a good walk, hadn't we, John?",o we have a good walk have not we john
611,Yes...I wonder if there's any likelihood of dinner this evening.,yes i wonder if there be any likelihood of dinner this even
612,"Yes...O, well now, we got a good breath of ozone round the Head today.",yes o good now we get a good breath of ozone round the head today
613,"Ay, bedad.",ay bedad
614,He turned to Dante and said:,he turn to dante and say
615,"You didn't stir out at all, Mrs Riordan?",you do not stir out at all mrs riordan
616,Dante frowned and said shortly:,dante frown and say shortly
617,Mr Dedalus dropped his coat-tails and went over to the sideboard.,mr dedalus drop his coat tail and go over to the sideboard
618,"He brought forth a great stone jar of whisky from the locker and filled the decanter slowly, bending now and then to see how much he had poured in.",he bring forth a great stone jar of whisky from the locker and fill the decanter slowly bend now and then to see how much he have pour in
619,"Then replacing the jar in the locker he poured a little of the whisky into two glasses, added a little water and came back with them to the fireplace.",then replace the jar in the locker he pour a little of the whisky into two glass add a little water and come back with them to the fireplace
620,"A thimbleful, John, he said, just to whet your appetite.",a thimbleful john he say just to whet your appetite
621,"Mr Casey took the glass, drank, and placed it near him on the mantelpiece.",mr casey take the glass drink and place it near him on the mantelpiece
622,Then he said:,then he say
623,"Well, I can't help thinking of our friend Christopher manufacturing...",good i can not help think of our friend christopher manufacture
624,He broke into a fit of laughter and coughing and added:,he break into a fit of laughter and cough and add
625,...manufacturing that champagne for those fellows.,manufacture that champagne for that fellow
626,Mr Dedalus laughed loudly.,mr dedalus laugh loudly
627,Is it Christy?,be it christy
628,he said.,he say
629,There's more cunning in one of those warts on his bald head than in a pack of jack foxes.,there be much cunning in one of that wart on his bald head than in a pack of jack fox
630,"He inclined his head, closed his eyes, and, licking his lips profusely, began to speak with the voice of the hotel keeper.",he incline his head close his eye and lick his lip profusely begin to speak with the voice of the hotel keeper
631,"And he has such a soft mouth when he's speaking to you, don't you know.",and he have such a soft mouth when he be speak to you do not you know
632,"He's very moist and watery about the dewlaps, God bless him.",he be very moist and watery about the dewlap god bless him
633,Mr Casey was still struggling through his fit of coughing and laughter.,mr casey be still struggle through his fit of cough and laughter
634,"Stephen, seeing and hearing the hotel keeper through his father's face and voice, laughed.",stephen see and hear the hotel keeper through his father s face and voice laugh
635,"Mr Dedalus put up his eyeglass and, staring down at him, said quietly and kindly:",mr dedalus put up his eyeglass and stare down at him say quietly and kindly
636,"What are you laughing at, you little puppy, you?",what be you laugh at you little puppy you
637,The servants entered and placed the dishes on the table.,the servant enter and place the dish on the table
638,Mrs Dedalus followed and the places were arranged.,mrs dedalus follow and the place be arrange
639,"Sit over, she said.",sit over she say
640,Mr Dedalus went to the end of the table and said:,mr dedalus go to the end of the table and say
641,"Now, Mrs Riordan, sit over.",now mrs riordan sit over
642,"John, sit you down, my hearty.",john sit you down my hearty
643,He looked round to where uncle Charles sat and said:,he look round to where uncle charles sit and say
644,"Now then, sir, there's a bird here waiting for you.",now then sir there be a bird here wait for you
645,"When all had taken their seats he laid his hand on the cover and then said quickly, withdrawing it:",when all have take their seat he lay his hand on the cover and then say quickly withdraw it
646,"Now, Stephen.",now stephen
647,Stephen stood up in his place to say the grace before meals:,stephen stand up in his place to say the grace before meal
648,"Bless us, O Lord, and these Thy gifts which through Thy bounty we are about to receive through Christ our Lord.",bless us o lord and this thy gift which through thy bounty we be about to receive through christ our lord
649,Amen.,amen
650,All blessed themselves and Mr Dedalus with a sigh of pleasure lifted from the dish the heavy cover pearled around the edge with glistening drops.,all bless themselves and mr dedalus with a sigh of pleasure lift from the dish the heavy cover pearl around the edge with glisten drop
651,"Stephen looked at the plump turkey which had lain, trussed and skewered, on the kitchen table.",stephen look at the plump turkey which have lie truss and skewer on the kitchen table
652,He knew that his father had paid a guinea for it in Dunn's of D'Olier Street and that the man had prodded it often at the breastbone to show how good it was: and he remembered the man's voice when he had said:,he know that his father have pay a guinea for it in dunn s of have olier street and that the man have prod it often at the breastbone to show how good it be and he remember the man s voice when he have say
653,"Take that one, sir.",take that one sir
654,That's the real Ally Daly.,that be the real ally daly
655,Why did Mr Barrett in Clongowes call his pandybat a turkey?,why do mr barrett in clongowes call his pandybat a turkey
656,"But Clongowes was far away: and the warm heavy smell of turkey and ham and celery rose from the plates and dishes and the great fire was banked high and red in the grate and the green ivy and red holly made you feel so happy and when dinner was ended the big plum pudding would be carried in, studded with peeled almonds and sprigs of holly, with bluish fire running around it and a little green flag flying from the top.",but clongowes be far away and the warm heavy smell of turkey and ham and celery rise from the plate and dish and the great fire be bank high and red in the grate and the green ivy and red holly make you feel so happy and when dinner be end the big plum pudding would be carry in stud with peel almond and sprig of holly with bluish fire run around it and a little green flag fly from the top
657,"It was his first Christmas dinner and he thought of his little brothers and sisters who were waiting in the nursery, as he had often waited, till the pudding came.",it be his ﻿1 christmas dinner and he think of his little brother and sister who be wait in the nursery a he have often wait till the pudding come
658,"The deep low collar and the Eton jacket made him feel queer and oldish: and that morning when his mother had brought him down to the parlour, dressed for mass, his father had cried.",the deep low collar and the eton jacket make him feel queer and oldish and that morning when his mother have bring him down to the parlour dress for mass his father have cry
659,That was because he was thinking of his own father.,that be because he be think of his own father
660,And uncle Charles had said so too.,and uncle charles have say so too
661,Mr Dedalus covered the dish and began to eat hungrily.,mr dedalus cover the dish and begin to eat hungrily
662,Then he said:,then he say
663,"Poor old Christy, he's nearly lopsided now with roguery.",poor old christy he be nearly lopsided now with roguery
664,"Simon, said Mrs Dedalus, you haven't given Mrs Riordan any sauce.",simon say mrs dedalus you have not give mrs riordan any sauce
665,Mr Dedalus seized the sauceboat.,mr dedalus seize the sauceboat
666,Haven't I?,have not i
667,he cried.,he cry
668,"Mrs Riordan, pity the poor blind.",mrs riordan pity the poor blind
669,Dante covered her plate with her hands and said:,dante cover her plate with her hand and say
670,"No, thanks.",no thank
671,Mr Dedalus turned to uncle Charles.,mr dedalus turn to uncle charles
672,"How are you off, sir?",how be you off sir
673,"Right as the mail, Simon.",right a the mail simon
674,"You, John?",you john
675,I'm all right.,i be all right
676,Go on yourself.,go on yourself
677,Mary?,mary
678,"Here, Stephen, here's something to make your hair curl.",here stephen here be something to make your hair curl
679,He poured sauce freely over Stephen's plate and set the boat again on the table.,he pour sauce freely over stephen s plate and set the boat again on the table
680,Then he asked uncle Charles was it tender.,then he ask uncle charles be it tender
681,Uncle Charles could not speak because his mouth was full; but he nodded that it was.,uncle charles can not speak because his mouth be full but he nod that it be
682,That was a good answer our friend made to the canon.,that be a good answer our friend make to the canon
683,What?,what
684,said Mr Dedalus.,say mr dedalus
685,"I didn't think he had that much in him, said Mr Casey.",i do not think he have that much in him say mr casey
686,"I'll pay your dues, father, when you cease turning the house of God into a polling-booth.",i will pay your due father when you cease turn the house of god into a poll booth
687,"A nice answer, said Dante, for any man calling himself a catholic to give to his priest.",a nice answer say dante for any man call himself a catholic to give to his priest
688,"They have only themselves to blame, said Mr Dedalus suavely.",they have only themselves to blame say mr dedalus suavely
689,If they took a fool's advice they would confine their attention to religion.,if they take a fool s advice they would confine their attention to religion
690,"It is religion, Dante said.",it be religion dante say
691,They are doing their duty in warning the people.,they be do their duty in warn the people
692,"We go to the house of God, Mr Casey said, in all humility to pray to our Maker and not to hear election addresses.",we go to the house of god mr casey say in all humility to pray to our maker and not to hear election address
693,"It is religion, Dante said again.",it be religion dante say again
694,They are right.,they be right
695,They must direct their flocks.,they must direct their flock
696,"And preach politics from the altar, is it?",and preach politic from the altar be it
697,asked Mr Dedalus.,ask mr dedalus
698,"Certainly, said Dante.",certainly say dante
699,It is a question of public morality.,it be a question of public morality
700,A priest would not be a priest if he did not tell his flock what is right and what is wrong.,a priest would not be a priest if he do not tell his flock what be right and what be wrong
701,"Mrs Dedalus laid down her knife and fork, saying:",mrs dedalus lay down her knife and fork say
702,For pity sake and for pity sake let us have no political discussion on this day of all days in the year.,for pity sake and for pity sake let us have no political discussion on this day of all day in the year
703,"Quite right, ma'am, said uncle Charles.",quite right madam say uncle charles
704,"Now, Simon, that's quite enough now.",now simon that be quite enough now
705,Not another word now.,not another word now
706,"Yes, yes, said Mr Dedalus quickly.",yes yes say mr dedalus quickly
707,He uncovered the dish boldly and said:,he uncover the dish boldly and say
708,"Now then, who's for more turkey?",now then who be for much turkey
709,Nobody answered.,nobody answer
710,Dante said:,dante say
711,Nice language for any catholic to use!,nice language for any catholic to use
712,"Mrs Riordan, I appeal to you, said Mrs Dedalus, to let the matter drop now.",mrs riordan i appeal to you say mrs dedalus to let the matt drop now
713,Dante turned on her and said:,dante turn on her and say
714,And am I to sit here and listen to the pastors of my church being flouted?,and be i to sit here and listen to the pastor of my church be flout
715,"Nobody is saying a word against them, said Mr Dedalus, so long as they don't meddle in politics.",nobody be say a word against them say mr dedalus so long a they do not meddle in politic
716,"The bishops and priests of Ireland have spoken, said Dante, and they must be obeyed.",the bishop and priest of ireland have speak say dante and they must be obey
717,"Let them leave politics alone, said Mr Casey, or the people may leave their church alone.",let them leave politic alone say mr casey or the people may leave their church alone
718,You hear?,you hear
719,"said Dante, turning to Mrs Dedalus.",say dante turn to mrs dedalus
720,Mr Casey!,mr casey
721,Simon!,simon
722,"said Mrs Dedalus, let it end now.",say mrs dedalus let it end now
723,Too bad!,too bad
724,Too bad!,too bad
725,said uncle Charles.,say uncle charles
726,What?,what
727,cried Mr Dedalus.,cry mr dedalus
728,Were we to desert him at the bidding of the English people?,be we to desert him at the bid of the english people
729,"He was no longer worthy to lead, said Dante.",he be no long worthy to lead say dante
730,He was a public sinner.,he be a public sinner
731,"We are all sinners and black sinners, said Mr Casey coldly.",we be all sinner and black sinner say mr casey coldly
732,Woe be to the man by whom the scandal cometh!,woe be to the man by whom the scandal cometh
733,said mrs riordan.,say mrs riordan
734,"It would be better for him that a millstone were tied about his neck and that he were cast into the depths of the sea rather than that he should scandalize one of these, my least little ones.",it would be well for him that a millstone be tie about his neck and that he be cast into the depth of the sea rather than that he should scandalize one of this my little little one
735,That is the language of the Holy Ghost.,that be the language of the holy ghost
736,"And very bad language if you ask me, said Mr Dedalus coolly.",and very bad language if you ask me say mr dedalus coolly
737,Simon!,simon
738,Simon!,simon
739,said uncle Charles.,say uncle charles
740,The boy.,the boy
741,"Yes, yes, said Mr Dedalus.",yes yes say mr dedalus
742,I meant about the...I was thinking about the bad language of the railway porter.,i mean about the i be think about the bad language of the railway porter
743,"Well now, that's all right.",good now that be all right
744,"Here, Stephen, show me your plate, old chap.",here stephen show me your plate old chap
745,Eat away now.,eat away now
746,Here.,here
747,He heaped up the food on Stephen's plate and served uncle Charles and Mr Casey to large pieces of turkey and splashes of sauce.,he heap up the food on stephen s plate and serve uncle charles and mr casey to large piece of turkey and splash of sauce
748,Mrs Dedalus was eating little and Dante sat with her hands in her lap.,mrs dedalus be eat little and dante sit with her hand in her lap
749,She was red in the face.,she be red in the face
750,Mr Dedalus rooted with the carvers at the end of the dish and said:,mr dedalus root with the carver at the end of the dish and say
751,There's a tasty bit here we call the pope's nose.,there be a tasty bite here we call the pope s nose
752,If any lady or gentleman...,if any lady or gentleman
753,He held a piece of fowl up on the prong of the carving fork.,he hold a piece of fowl up on the prong of the carve fork
754,Nobody spoke.,nobody speak
755,"He put it on his own plate, saying:",he put it on his own plate say
756,"Well, you can't say but you were asked.",good you can not say but you be ask
757,I think I had better eat it myself because I'm not well in my health lately.,i think i have well eat it myself because i be not good in my health lately
758,"He winked at Stephen and, replacing the dish-cover, began to eat again.",he wink at stephen and replace the dish cover begin to eat again
759,There was a silence while he ate.,there be a silence while he eat
760,Then he said:,then he say
761,"Well now, the day kept up fine after all.",good now the day keep up fine after all
762,There were plenty of strangers down too.,there be plenty of stranger down too
763,Nobody spoke.,nobody speak
764,He said again:,he say again
765,I think there were more strangers down than last Christmas.,i think there be much stranger down than last christmas
766,"He looked round at the others whose faces were bent towards their plates and, receiving no reply, waited for a moment and said bitterly:",he look round at the other whose face be bend towards their plate and receive no reply wait for a moment and say bitterly
767,"Well, my Christmas dinner has been spoiled anyhow.",good my christmas dinner have be spoil anyhow
768,"There could be neither luck nor grace, Dante said, in a house where there is no respect for the pastors of the church.",there can be neither luck nor grace dante say in a house where there be no respect for the pastor of the church
769,Mr Dedalus threw his knife and fork noisily on his plate.,mr dedalus throw his knife and fork noisily on his plate
770,Respect!,respect
771,he said.,he say
772,Is it for Billy with the lip or for the tub of guts up in Armagh?,be it for billy with the lip or for the tub of gut up in armagh
773,Respect!,respect
774,"Princes of the church, said Mr Casey with slow scorn.",prince of the church say mr casey with slow scorn
775,"Lord Leitrim's coachman, yes, said Mr Dedalus.",lord leitrim s coachman yes say mr dedalus
776,"They are the Lord's anointed, Dante said.",they be the lord s anoint dante say
777,They are an honour to their country.,they be a honour to their country
778,"Tub of guts, said Mr Dedalus coarsely.",tub of gut say mr dedalus coarse
779,"He has a handsome face, mind you, in repose.",he have a handsome face mind you in repose
780,You should see that fellow lapping up his bacon and cabbage of a cold winter's day.,you should see that fellow lap up his bacon and cabbage of a cold winter s day
781,O Johnny!,o johnny
782,He twisted his features into a grimace of heavy bestiality and made a lapping noise with his lips.,he twist his feature into a grimace of heavy bestiality and make a lap noise with his lip
783,"Really, Simon, you should not speak that way before Stephen.",really simon you should not speak that way before stephen
784,It's not right.,it be not right
785,"O, he'll remember all this when he grows up, said Dante hotlythe language he heard against God and religion and priests in his own home.",o he will remember all this when he grow up say dante hotlythe language he hear against god and religion and priest in his own home
786,"Let him remember too, cried Mr Casey to her from across the table, the language with which the priests and the priests' pawns broke Parnell's heart and hounded him into his grave.",let him remember too cry mr casey to her from across the table the language with which the priest and the priest pawn break parnell s heart and hound him into his grave
787,Let him remember that too when he grows up.,let him remember that too when he grow up
788,Sons of bitches!,son of bitch
789,cried Mr Dedalus.,cry mr dedalus
790,When he was down they turned on him to betray him and rend him like rats in a sewer.,when he be down they turn on him to betray him and rend him like rat in a sewer
791,Low-lived dogs!,low live dog
792,And they look it!,and they look it
793,"By Christ, they look it!",by christ they look it
794,"They behaved rightly, cried Dante.",they behave rightly cry dante
795,They obeyed their bishops and their priests.,they obey their bishop and their priest
796,Honour to them!,honour to them
797,"Well, it is perfectly dreadful to say that not even for one day in the year, said Mrs Dedalus, can we be free from these dreadful disputes!",good it be perfectly dreadful to say that not even for one day in the year say mrs dedalus can we be free from this dreadful dispute
798,Uncle Charles raised his hands mildly and said:,uncle charles raise his hand mildly and say
799,"Come now, come now, come now!",come now come now come now
800,Can we not have our opinions whatever they are without this bad temper and this bad language?,can we not have our opinion whatever they be without this bad temper and this bad language
801,It is too bad surely.,it be too bad surely
802,Mrs Dedalus spoke to Dante in a low voice but Dante said loudly:,mrs dedalus speak to dante in a low voice but dante say loudly
803,I will not say nothing.,i will not say nothing
804,I will defend my church and my religion when it is insulted and spit on by renegade catholics.,i will defend my church and my religion when it be insult and spit on by renegade catholics
805,"Mr Casey pushed his plate rudely into the middle of the table and, resting his elbows before him, said in a hoarse voice to his host:",mr casey push his plate rudely into the middle of the table and rest his elbow before him say in a hoarse voice to his host
806,"Tell me, did I tell you that story about a very famous spit?",tell me do i tell you that story about a very famous spit
807,"You did not, John, said Mr Dedalus.",you do not john say mr dedalus
808,"Why then, said Mr Casey, it is a most instructive story.",why then say mr casey it be a much instructive story
809,It happened not long ago in the county Wicklow where we are now.,it happen not long ago in the county wicklow where we be now
810,"He broke off and, turning towards Dante, said with quiet indignation:",he break off and turn towards dante say with quiet indignation
811,"And I may tell you, ma'am, that I, if you mean me, am no renegade catholic.",and i may tell you madam that i if you mean me be no renegade catholic
812,"I am a catholic as my father was and his father before him and his father before him again, when we gave up our lives rather than sell our faith.",i be a catholic a my father be and his father before him and his father before him again when we give up our live rather than sell our faith
813,"The more shame to you now, Dante said, to speak as you do.",the much shame to you now dante say to speak a you do
814,"The story, John, said Mr Dedalus smiling.",the story john say mr dedalus smile
815,Let us have the story anyhow.,let us have the story anyhow
816,Catholic indeed!,catholic indeed
817,repeated Dante ironically.,repeat dante ironically
818,The blackest protestant in the land would not speak the language I have heard this evening.,the black protestant in the land would not speak the language i have hear this even
819,"Mr Dedalus began to sway his head to and fro, crooning like a country singer.",mr dedalus begin to sway his head to and fro croon like a country singer
820,"I am no protestant, I tell you again, said Mr Casey, flushing.",i be no protestant i tell you again say mr casey flush
821,"Mr Dedalus, still crooning and swaying his head, began to sing in a grunting nasal tone:",mr dedalus still croon and sway his head begin to sing in a grunt nasal tone
822,"O, come all you Roman catholics     That never went to mass.",o come all you roman catholics that never go to mass
823,"He took up his knife and fork again in good humour and set to eating, saying to Mr Casey:",he take up his knife and fork again in good humour and set to eat say to mr casey
824,"Let us have the story, John.",let us have the story john
825,It will help us to digest.,it will help us to digest
826,Stephen looked with affection at Mr Casey's face which stared across the table over his joined hands.,stephen look with affection at mr casey s face which stare across the table over his join hand
827,"He liked to sit near him at the fire, looking up at his dark fierce face.",he like to sit near him at the fire look up at his dark fierce face
828,But his dark eyes were never fierce and his slow voice was good to listen to.,but his dark eye be never fierce and his slow voice be good to listen to
829,But why was he then against the priests?,but why be he then against the priest
830,Because Dante must be right then.,because dante must be right then
831,But he had heard his father say that she was a spoiled nun and that she had come out of the convent in the Alleghanies when her brother had got the money from the savages for the trinkets and the chainies.,but he have hear his father say that she be a spoil nun and that she have come out of the convent in the alleghanies when her brother have get the money from the savage for the trinket and the chainies
832,Perhaps that made her severe against Parnell.,perhaps that make her severe against parnell
833,And she did not like him to play with Eileen because Eileen was a protestant and when she was young she knew children that used to play with protestants and the protestants used to make fun of the litany of the Blessed Virgin.,and she do not like him to play with eileen because eileen be a protestant and when she be young she know child that use to play with protestants and the protestants use to make fun of the litany of the bless virgin
834,"Tower of Ivory, they used to say, House of Gold!",tower of ivory they use to say house of gold
835,How could a woman be a tower of ivory or a house of gold?,how can a woman be a tower of ivory or a house of gold
836,Who was right then?,who be right then
837,"And he remembered the evening in the infirmary in Clongowes, the dark waters, the light at the pierhead and the moan of sorrow from the people when they had heard.",and he remember the even in the infirmary in clongowes the dark water the light at the pierhead and the moan of sorrow from the people when they have hear
838,Eileen had long white hands.,eileen have long white hand
839,One evening when playing tig she had put her hands over his eyes: long and white and thin and cold and soft.,one even when play tig she have put her hand over his eye long and white and thin and cold and soft
840,That was ivory: a cold white thing.,that be ivory a cold white thing
841,That was the meaning of Tower of Ivory.,that be the mean of tower of ivory
842,"The story is very short and sweet, Mr Casey said.",the story be very short and sweet mr casey say
843,"It was one day down in Arklow, a cold bitter day, not long before the chief died.",it be one day down in arklow a cold bitter day not long before the chief die
844,May God have mercy on him!,may god have mercy on him
845,He closed his eyes wearily and paused.,he close his eye wearily and pause
846,"Mr Dedalus took a bone from his plate and tore some meat from it with his teeth, saying:",mr dedalus take a bone from his plate and tear some meat from it with his tooth say
847,"Before he was killed, you mean.",before he be kill you mean
848,"Mr Casey opened his eyes, sighed and went on:",mr casey open his eye sigh and go on
849,It was down in Arklow one day.,it be down in arklow one day
850,We were down there at a meeting and after the meeting was over we had to make our way to the railway station through the crowd.,we be down there at a meet and after the meet be over we have to make our way to the railway station through the crowd
851,"Such booing and baaing, man, you never heard.",such boo and baaing man you never hear
852,They called us all the names in the world.,they call us all the name in the world
853,"Well there was one old lady, and a drunken old harridan she was surely, that paid all her attention to me.",good there be one old lady and a drunken old harridan she be surely that pay all her attention to me
854,She kept dancing along beside me in the mud bawling and screaming into my face: Priest-hunter!,she keep dance along beside me in the mud bawl and scream into my face priest hunter
855,The Paris Funds!,the paris fund
856,Mr Fox!,mr fox
857,Kitty O'shea!,kitty o shea
858,"And what did you do, John?",and what do you do john
859,asked Mr Dedalus.,ask mr dedalus
860,"I let her bawl away, said Mr Casey.",i let her bawl away say mr casey
861,"It was a cold day and to keep up my heart I had (saving your presence, ma'am) a quid of Tullamore in my mouth and sure I couldn't say a word in any case because my mouth was full of tobacco juice.",it be a cold day and to keep up my heart i have save your presence madam a quid of tullamore in my mouth and sure i can not say a word in any case because my mouth be full of tobacco juice
862,"Well, John?",good john
863,Well.,good
864,"I let her bawl away, to her heart's content, Kitty O'shea and the rest of it till at last she called that lady a name that I won't sully this Christmas board nor your ears, ma'am, nor my own lips by repeating.",i let her bawl away to her heart s content kitty o shea and the rest of it till at last she call that lady a name that i will not sully this christmas board nor your ear madam nor my own lip by repeat
865,He paused.,he pause
866,"Mr Dedalus, lifting his head from the bone, asked:",mr dedalus lift his head from the bone ask
867,"And what did you do, John?",and what do you do john
868,said Mr Casey.,say mr casey
869,She stuck her ugly old face up at me when she said it and I had my mouth full of tobacco juice.,she stick her ugly old face up at me when she say it and i have my mouth full of tobacco juice
870,I bent down to her and Phth!,i bend down to her and phth
871,says I to her like that.,say i to her like that
872,He turned aside and made the act of spitting.,he turn aside and make the act of spit
873,Phth!,phth
874,"says I to her like that, right into her eye.",say i to her like that right into her eye
875,He clapped his hand to his eye and gave a hoarse scream of pain.,he clap his hand to his eye and give a hoarse scream of pain
876,"O Jesus, Mary and Joseph!",o jesus mary and joseph
877,Says She.,say she
878,I'm blinded!,i be blind
879,I'm blinded and drownded!,i be blind and drownded
880,"He stopped in a fit of coughing and laughter, repeating:",he stop in a fit of cough and laughter repeat
881,I'm blinded entirely.,i be blind entirely
882,Mr Dedalus laughed loudly and lay back in his chair while uncle Charles swayed his head to and fro.,mr dedalus laugh loudly and lie back in his chair while uncle charles sway his head to and fro
883,Dante looked terribly angry and repeated while they laughed:,dante look terribly angry and repeat while they laugh
884,Very nice!,very nice
885,Very nice!,very nice
886,It was not nice about the spit in the woman's eye.,it be not nice about the spit in the woman s eye
887,But what was the name the woman had called Kitty O'Shea that Mr Casey would not repeat?,but what be the name the woman have call kitty o shea that mr casey would not repeat
888,He thought of Mr Casey walking through the crowds of people and making speeches from a wagonette.,he think of mr casey walk through the crowd of people and make speech from a wagonette
889,"That was what he had been in prison for and he remembered that one night Sergeant O'Neill had come to the house and had stood in the hall, talking in a low voice with his father and chewing nervously at the chinstrap of his cap.",that be what he have be in prison for and he remember that one night sergeant o neill have come to the house and have stand in the hall talk in a low voice with his father and chew nervously at the chinstrap of his cap
890,And that night Mr Casey had not gone to Dublin by train but a car had come to the door and he had heard his father say something about the Cabinteely road.,and that night mr casey have not go to dublin by train but a car have come to the door and he have hear his father say something about the cabinteely road
891,He was for Ireland and Parnell and so was his father: and so was Dante too for one night at the band on the esplanade she had hit a gentleman on the head with her umbrella because he had taken off his hat when the band played God save the Queen at the end.,he be for ireland and parnell and so be his father and so be dante too for one night at the band on the esplanade she have hit a gentleman on the head with her umbrella because he have take off his hat when the band play god save the queen at the end
892,Mr Dedalus gave a snort of contempt.,mr dedalus give a snort of contempt
893,"Ah, John, he said.",ah john he say
894,It is true for them.,it be true for them
895,We are an unfortunate priest-ridden race and always were and always will be till the end of the chapter.,we be a unfortunate priest ride race and always be and always will be till the end of the chapter
896,"Uncle Charles shook his head, saying:",uncle charles shake his head say
897,A bad business!,a bad business
898,A bad business!,a bad business
899,Mr Dedalus repeated:,mr dedalus repeat
900,A priest-ridden Godforsaken race!,a priest ride godforsaken race
901,He pointed to the portrait of his grandfather on the wall to his right.,he point to the portrait of his grandfather on the wall to his right
902,"Do you see that old chap up there, John?",do you see that old chap up there john
903,he said.,he say
904,He was a good Irishman when there was no money in the job.,he be a good irishman when there be no money in the job
905,He was condemned to death as a whiteboy.,he be condemn to death a a whiteboy
906,"But he had a saying about our clerical friends, that he would never let one of them put his two feet under his mahogany.",but he have a say about our clerical friend that he would never let one of them put his two foot under his mahogany
907,Dante broke in angrily:,dante break in angrily
908,If we are a priest-ridden race we ought to be proud of it!,if we be a priest ride race we ought to be proud of it
909,They are the apple of God's eye.,they be the apple of god s eye
910,"Touch them not, says Christ, for they are the apple of My eye.",touch them not say christ for they be the apple of my eye
911,And can we not love our country then?,and can we not love our country then
912,asked Mr Casey.,ask mr casey
