,text_raw,text_clean
313,God bless my little brothers and sisters and spare them to me!,god bless my little brother and sister and spare them to me
314,God bless Dante and Uncle Charles and spare them to me!,god bless dante and uncle charles and spare them to me
315,"He blessed himself and climbed quickly into bed and, tucking the end of the nightshirt under his feet, curled himself together under the cold white sheets, shaking and trembling.",he bless himself and climb quickly into bed and tuck the end of the nightshirt under his foot curl himself together under the cold white sheet shake and tremble
316,But he would not go to hell when he died; and the shaking would stop.,but he would not go to hell when he die and the shake would stop
317,A voice bade the boys in the dormitory good night.,a voice bid the boy in the dormitory good night
318,He peered out for an instant over the coverlet and saw the yellow curtains round and before his bed that shut him off on all sides.,he peer out for a instant over the coverlet and see the yellow curtain round and before his bed that shut him off on all side
319,The light was lowered quietly.,the light be lower quietly
320,The prefect's shoes went away.,the prefect s shoe go away
321,Where?,where
322,Down the staircase and along the corridors or to his room at the end?,down the staircase and along the corridor or to his room at the end
323,He saw the dark.,he see the dark
324,Was it true about the black dog that walked there at night with eyes as big as carriage-lamps?,be it true about the black dog that walk there at night with eye a big a carriage lamp
325,They said it was the ghost of a murderer.,they say it be the ghost of a murderer
326,A long shiver of fear flowed over his body.,a long shiver of fear flow over his body
327,He saw the dark entrance hall of the castle.,he see the dark entrance hall of the castle
328,Old servants in old dress were in the ironing-room above the staircase.,old servant in old dress be in the iron room above the staircase
329,It was long ago.,it be long ago
330,The old servants were quiet.,the old servant be quiet
331,"There was a fire there, but the hall was still dark.",there be a fire there but the hall be still dark
332,A figure came up the staircase from the hall.,a figure come up the staircase from the hall
333,He wore the white cloak of a marshal; his face was pale and strange; he held his hand pressed to his side.,he wear the white cloak of a marshal his face be pale and strange he hold his hand press to his side
334,He looked out of strange eyes at the old servants.,he look out of strange eye at the old servant
335,They looked at him and saw their master's face and cloak and knew that he had received his death-wound.,they look at him and see their master s face and cloak and know that he have receive his death wind
336,But only the dark was where they looked: only dark silent air.,but only the dark be where they look only dark silent air
337,Their master had received his death-wound on the battlefield of Prague far away over the sea.,their master have receive his death wind on the battlefield of prague far away over the sea
